name,data_fraction,test_auroc,test_pr_auc,test_minrp,training_time
strats,0.2,0.885622689343498,0.5506472217930107,0.5292397660818714,1654.5413670539856
strats,0.2,0.8820798068358192,0.5489975750609517,0.5146198830409356,2256.724502325058
strats,0.2,0.8849739925463174,0.5548980317571922,0.5321637426900585,1597.571745634079
strats,0.2,0.8851498209070534,0.5558944277795032,0.5243664717348928,2060.429979801178
strats,0.2,0.8814003261110266,0.5529788643472037,0.5214424951267057,3486.698972463608
strats,0.2,0.8840239111675152,0.5557633299791264,0.5282651072124757,2421.365644693374
strats,0.2,0.8823751091091628,0.547898794684488,0.5314617618586641,2742.643039226532
strats,0.2,0.8775896979103671,0.5353799212623308,0.5053554040895814,3042.3122267723083
strats,0.1,0.8794317684174775,0.5281705446081327,0.5155945419103314,1132.7189631462095
strats,0.1,0.8840335932092641,0.5345359249155823,0.5292397660818714,1480.217797279358
strats,0.1,0.8802036009251066,0.5322506248471779,0.50682261208577,1048.9734556674955
strats,0.1,0.876328798165675,0.5373028714956655,0.5097465886939572,1330.9715342521667
strats,0.1,0.8781495185294418,0.5360001916462361,0.5194931773879142,1408.8604352474213
strats,0.1,0.877047751829906,0.5355552886428564,0.5320388349514563,996.5375337600708
strats,0.1,0.8792982058928384,0.5340500627945637,0.5160662122687439,1111.0234789848328
strats,0.1,0.8765769315176775,0.534179724667903,0.5184466019417475,1837.865354537964
strats,0.1,0.8755629238375839,0.5141351755276267,0.5038461538461538,1883.9267501831048
strats,0.1,0.874458798691981,0.5299456665791469,0.4941520467836257,2218.033977985382
gru,0.5,0.8702718742148858,0.5300280104533054,0.5063291139240507,272.05470514297485
gru,0.5,0.8706975737299892,0.5267312106078772,0.4961315280464217,269.1849672794342
gru,0.5,0.8752230593464474,0.5283349664902189,0.5214424951267057,268.7200963497162
gru,0.5,0.8806082606187172,0.5482493567363803,0.5253411306042886,230.7391741275788
gru,0.5,0.883469924599238,0.5464765037595092,0.52046783625731,251.6793565750122
gru,0.5,0.8837585859849715,0.5600894259182683,0.5194931773879142,251.8950273990631
gru,0.5,0.8852227465420217,0.5526661266961955,0.5311890838206628,250.1377444267273
gru,0.5,0.8845953998881848,0.5557407314757554,0.5243664717348928,253.43771171569824
gru,0.5,0.8862662968623234,0.5471122931417016,0.5287244401168452,231.1901352405548
gru,0.5,0.8782272231209144,0.5394932689643451,0.5155945419103314,252.6873500347137
gru,0.4,0.8739856819980557,0.5244312663961825,0.5024248302618817,274.0289001464844
gru,0.4,0.8798997337686776,0.5353211574765107,0.5214424951267057,277.5257122516632
gru,0.4,0.8696579955293794,0.5223384480562687,0.5107212475633528,291.0880665779114
gru,0.4,0.8793528225386016,0.5446670338541839,0.5248296007789679,296.5228898525238
gru,0.4,0.8699159350518707,0.5289205358852909,0.4980506822612086,299.430291891098
gru,0.4,0.8814309859098984,0.5446033111037978,0.5170068027210885,300.78552436828613
gru,0.4,0.8828094355717222,0.5537041376637034,0.5233918128654971,313.5439097881317
gru,0.4,0.8785523783563169,0.5286212247081423,0.5185185185185185,311.99023365974426
gru,0.4,0.8753398644911365,0.532946644395802,0.5175438596491229,321.2211866378784
gru,0.4,0.8754926669705339,0.5417322741361486,0.5092502434274586,325.59610176086426
gru,0.3,0.8719375577819285,0.5250078465510182,0.4961089494163424,250.2292125225067
gru,0.3,0.8729315807348224,0.5291906338099335,0.5038986354775828,253.97645568847656
gru,0.3,0.8748651961879567,0.5254180789989743,0.5097465886939572,254.7673735618592
gru,0.3,0.8676231530884719,0.518533453814851,0.4961013645224171,254.8201174736023
gru,0.3,0.8773830235576489,0.5377746163562522,0.5328820116054158,270.2705726623535
gru,0.3,0.8669873656802899,0.5128918795273965,0.4980506822612086,264.95814323425293
gru,0.3,0.8806377411945555,0.5360863593455857,0.5116959064327485,273.9970028400421
gru,0.3,0.8749494796026688,0.5370756112926987,0.5121713729308666,272.10658144950867
gru,0.3,0.8666972768140423,0.5158540930168893,0.4990253411306042,270.9547555446625
gru,0.3,0.8689428898560999,0.5097080179528211,0.4952651515151515,288.37701082229614
gru,0.2,0.8749550653959856,0.5327251035448389,0.5185185185185185,192.9287133216858
gru,0.2,0.8647307051803391,0.4980887164970933,0.4824561403508772,189.30216574668884
gru,0.2,0.8739569461946596,0.5309606974281176,0.5038986354775828,202.51899600028992
gru,0.2,0.864204833771756,0.4977692095919986,0.4858812074001947,201.27481698989868
gru,0.2,0.8533483479457685,0.4954569741384382,0.4707602339181286,203.61465883255005
gru,0.2,0.8610545084055018,0.4831844916730805,0.4777131782945736,212.911568403244
gru,0.2,0.8636808242942785,0.5283625767427123,0.4990328820116054,220.63754320144653
gru,0.2,0.8718920645985825,0.5230022025271385,0.51364522417154,218.36277556419373
gru,0.2,0.8668095512597082,0.516332842926557,0.4961013645224171,222.5379354953766
gru,0.2,0.8604765649903329,0.5069400433238904,0.4965920155793573,230.5317931175232
gru,0.1,0.8435886016053322,0.4603263044480071,0.4671179883945841,146.29556918144226
gru,0.1,0.8556573907741563,0.4791305145222431,0.4791464597478176,159.17466974258423
gru,0.1,0.8574985923800841,0.4776115692717825,0.4712755598831548,160.19849181175232
gru,0.1,0.8637978776964486,0.4855263918896028,0.4707602339181286,170.85924744606018
gru,0.1,0.8451070684862947,0.4506326238391555,0.4625121713729309,173.2744688987732
gru,0.1,0.8574238668783806,0.469883150813368,0.4736842105263157,169.6965370178223
gru,0.1,0.8515563013210278,0.4575686658617303,0.4678988326848249,177.17257952690125
gru,0.1,0.8630920816786973,0.4987762118997145,0.4883040935672514,181.847651720047
gru,0.1,0.8537558626004078,0.481697237313512,0.4698443579766537,182.112685918808
gru,0.1,0.85756407029063,0.4972592344120263,0.4756335282651072,201.56204986572263
sand,0.5,0.8702718121505156,0.5199765284733171,0.4990253411306042,531.979150056839
sand,0.5,0.8698134047123243,0.5178546214691081,0.5057915057915058,543.902667760849
sand,0.5,0.8768035905975955,0.5268476199984161,0.5131195335276968,564.6708679199219
sand,0.5,0.8733683277078189,0.5284353801082495,0.5126705653021443,626.9540114402771
sand,0.5,0.8754291130554637,0.5273650391683051,0.51364522417154,638.9144775867462
sand,0.5,0.8779196321022741,0.5432651387343572,0.5230326295585412,659.7009491920471
sand,0.5,0.8777438658059082,0.5369577627334251,0.5155945419103314,711.2789616584778
sand,0.5,0.8748781055769553,0.5367463842524889,0.5175438596491229,731.9994401931763
sand,0.5,0.8667930421372387,0.5175076418670037,0.5009746588693957,836.5296485424042
sand,0.5,0.8635384486290727,0.496338442542557,0.4941520467836257,964.8668570518494
sand,0.4,0.8677305244488932,0.5184969220615998,0.4941520467836257,411.9182748794556
sand,0.4,0.8645739305812502,0.5083975790712153,0.495635305528613,412.4208211898804
sand,0.4,0.8716228293607171,0.5309290512640155,0.5097465886939572,452.4275989532471
sand,0.4,0.8726153627687262,0.524609684032827,0.5048732943469786,494.2865016460418
sand,0.4,0.8731743144866183,0.522416735491457,0.5116959064327485,499.8313257694245
sand,0.4,0.8784471792488524,0.5394733860413259,0.5155339805825243,520.4525530338287
sand,0.4,0.866113561412446,0.5200362389699922,0.5009746588693957,523.1752634048462
sand,0.4,0.873080597287638,0.5329813476785628,0.5097465886939572,564.7142648696899
sand,0.4,0.8734764438406822,0.533638659996948,0.50730282375852,567.6393818855286
sand,0.4,0.8598637413991196,0.4991506176947961,0.4888023369036027,607.1230335235596
sand,0.3,0.8710803867652943,0.5183169750881943,0.5077972709551657,350.2650969028473
sand,0.3,0.8596411165032636,0.5056064183859746,0.4814814814814814,371.5066249370575
sand,0.3,0.8703085542576654,0.5159261878590695,0.4961165048543689,381.1949744224548
sand,0.3,0.8660019076104819,0.5185154848600755,0.4902534113060429,416.0424609184265
sand,0.3,0.8607835353652712,0.5069263586252305,0.49269717624148,434.7913224697113
sand,0.3,0.8696230532889646,0.5106990357565205,0.501460564751704,474.0646862983704
sand,0.3,0.8587751944104332,0.5045064620750801,0.4834630350194552,478.6999671459198
sand,0.3,0.8634720397529738,0.5071913744486598,0.4815533980582524,481.6747040748596
sand,0.3,0.8660796742663247,0.5136699047674724,0.49317738791423,505.5167994499207
sand,0.3,0.8655745323573834,0.4993718595287227,0.4956437560503388,552.3095321655273
sand,0.2,0.8649962165559936,0.5020515928661811,0.4814814814814814,285.68349051475525
sand,0.2,0.8665130076989611,0.5085193564927264,0.4932432432432432,289.68796372413635
sand,0.2,0.8633984934743039,0.5039597040307005,0.4912790697674418,291.9071829319
sand,0.2,0.8597187590303659,0.4953675544237109,0.4874759152215799,305.30242347717285
sand,0.2,0.8638758926097719,0.5073851300829799,0.4922027290448343,306.8023691177368
sand,0.2,0.8562067845790396,0.4894947855238573,0.4863813229571984,316.0536410808563
sand,0.2,0.8628541268834055,0.5030378642926446,0.4897959183673469,321.220077753067
sand,0.2,0.8618268374280923,0.5002866691559209,0.4844961240310077,320.66237616539
sand,0.2,0.8646786331737534,0.5060350137179837,0.4932038834951456,321.4852366447449
sand,0.2,0.8481178731483715,0.4703833334152044,0.4578896418199419,359.03371477127075
sand,0.1,0.8476766575407215,0.4609844433816688,0.4590643274853801,179.2824125289917
sand,0.1,0.8503464184886282,0.4669657491014753,0.4615384615384615,192.7182555198669
sand,0.1,0.8529357440127743,0.4785030724855234,0.4656340755082284,203.1288051605225
sand,0.1,0.8496539042460968,0.4712675295694525,0.4649122807017544,208.6209979057312
sand,0.1,0.8535593668043999,0.4941060376282744,0.4785575048732943,220.7157485485077
sand,0.1,0.851686760627158,0.4800698442429798,0.4892787524366471,239.2794692516327
sand,0.1,0.8343449205029894,0.4395061818455528,0.4600389863547758,263.63051438331604
sand,0.1,0.840076316832155,0.4542772451226442,0.4571984435797665,270.5610513687134
sand,0.1,0.8532529550087933,0.4728690439345449,0.4678362573099415,272.4110951423645
sand,0.1,0.8109580727871074,0.4081459963771462,0.4171539961013645,335.79296350479126
grud,0.5,0.8848077841629602,0.5549243698641004,0.5311890838206628,6390.655443429947
grud,0.5,0.8739004055534205,0.5219380717267182,0.5077972709551657,6518.642732143402
grud,0.5,0.8897394190179132,0.5550646182669969,0.5413826679649465,6603.918485164642
grud,0.5,0.8893527579916565,0.5575979656979437,0.5428849902534113,7278.223505496979
grud,0.5,0.8858597752376072,0.5424322878634191,0.5261627906976745,7584.911166191101
grud,0.5,0.8899743947234361,0.5591451926971582,0.5370370370370371,7589.544061183929
grud,0.5,0.8886796078326228,0.553642154476918,0.5350877192982456,7986.891851663589
grud,0.5,0.8772703146613918,0.5348293068076082,0.5169738118331717,8202.779222726822
grud,0.5,0.8832567955520204,0.5533437942922648,0.5292397660818714,10296.399032592772
grud,0.4,0.8825212086365798,0.5399228637236226,0.5311890838206628,4952.999347448349
grud,0.4,0.8773661420489582,0.5261687657892913,0.5126705653021443,5032.513900518417
grud,0.4,0.8787334201241488,0.5472899015770043,0.5399610136452242,5991.487883090973
grud,0.4,0.8878836943493617,0.5382251230265559,0.5277507302823758,6049.028522729874
grud,0.4,0.8885569686371358,0.5415694117375345,0.5224171539961013,6575.938072919846
grud,0.4,0.8886269151823352,0.5569332037222834,0.5219084712755598,7058.395370960236
grud,0.4,0.8879002034718312,0.5529345590357244,0.5290697674418605,7343.088684797287
grud,0.4,0.8775807606410603,0.5268484463656257,0.5120076849183477,7934.506904840469
grud,0.4,0.8798462342815777,0.5396879470835394,0.5107212475633528,8278.862880468369
grud,0.4,0.8765452786888827,0.5365380573715561,0.5146198830409356,9129.771953582764
grud,0.3,0.8848637041604974,0.5410285819559086,0.5272904483430799,4365.702034711838
grud,0.3,0.8849258305950533,0.5406023663203692,0.5130434782608696,4427.153033018112
grud,0.3,0.8843818984547462,0.5407900107020049,0.5219084712755598,4717.75762629509
grud,0.3,0.8763935313037788,0.5287602121328854,0.5209347614410905,4745.568997144699
grud,0.3,0.8728202993190792,0.5194993240862642,0.5165692007797271,5014.376284122467
grud,0.3,0.8724418307896871,0.5282082239732356,0.5068093385214008,5452.057439565659
grud,0.3,0.8699169280817939,0.511807443330721,0.4961165048543689,5499.956529378891
grud,0.3,0.8785381656155445,0.539288606828854,0.5159420289855072,6736.546360969544
grud,0.3,0.8708759467299027,0.5178616039984919,0.4970760233918128,7405.638017177582
grud,0.3,0.8799914649078121,0.5250021778390921,0.5160662122687439,7415.692844390869
grud,0.2,0.8828746031604171,0.5255202577672899,0.5184824902723736,3182.875734806061
grud,0.2,0.8756289603274615,0.5270418665354976,0.5107212475633528,3340.229302406311
grud,0.2,0.8818016343286471,0.5294034185344416,0.5253411306042886,3454.347046613693
grud,0.2,0.8736991308009083,0.5259649703629533,0.5253411306042886,3805.124023914337
grud,0.2,0.8629043369588855,0.5007049373805997,0.4902912621359223,3892.9810140132895
grud,0.2,0.8834632216472578,0.5339381830070048,0.5107212475633528,4362.169182062149
grud,0.2,0.8512346837547258,0.4751417562644955,0.4697855750487329,4909.341200590134
grud,0.2,0.878216051534281,0.5269898098515783,0.5131450827653359,5221.879175662994
grud,0.2,0.8647365392311368,0.4946122382758053,0.4727095516569201,5414.7757313251495
grud,0.2,0.8722239848503355,0.5121676690810587,0.5009746588693957,5960.91570019722
grud,0.1,0.866776098564178,0.5026680970735042,0.4912280701754385,2059.598350048065
grud,0.1,0.8661189610126522,0.4781191102530437,0.4805068226120857,2137.433238506317
grud,0.1,0.8441559940775696,0.4615686325270133,0.46588693957115,2756.3928163051605
grud,0.1,0.8723393004501404,0.5073067558903475,0.5048732943469786,2919.944075345993
grud,0.1,0.8742215886691315,0.5056817493313139,0.5097276264591439,2959.905964612961
grud,0.1,0.8692284480233242,0.5023096450018234,0.4965986394557823,2973.2605888843536
grud,0.1,0.8560328802137794,0.4707058344995791,0.48635477582846,3100.0259330272675
grud,0.1,0.8569117116956086,0.4790185854365878,0.4673076923076923,3331.9122788906097
grud,0.1,0.8519437071197266,0.4841571516954355,0.4640077821011673,4118.104488134384
grud,0.1,0.8464326393047201,0.4511562409371137,0.4542801556420233,4812.426446437836
tcn,0.5,0.8673628551199133,0.4946257498194149,0.4912451361867704,424.2512173652649
tcn,0.5,0.8755311468800488,0.5225778692287445,0.50730282375852,428.3430573940277
tcn,0.5,0.8740398641932277,0.5255342720327372,0.5225311601150527,428.97047543525696
tcn,0.5,0.8655642296719327,0.511438430888024,0.5077972709551657,451.0356168746948
tcn,0.5,0.8725934540460507,0.5197513418061784,0.50682261208577,452.7451586723328
tcn,0.5,0.8739148665516737,0.5214094560838001,0.5058479532163743,453.0613625049591
tcn,0.5,0.8728953351426338,0.5297162503252617,0.51364522417154,458.34081649780273
tcn,0.5,0.8576441953925397,0.4996034542402254,0.4932170542635659,467.8086087703705
tcn,0.5,0.8636413513548403,0.5129259904033124,0.4941747572815534,470.9689202308655
tcn,0.5,0.8700505526708037,0.5127616046655917,0.51364522417154,485.2570538520813
tcn,0.4,0.8667439492204219,0.5087280071744977,0.4990253411306042,359.2706632614136
tcn,0.4,0.8717658256696249,0.5133791032941377,0.4990272373540856,362.878362417221
tcn,0.4,0.8691360341761177,0.5196300894161947,0.5038986354775828,377.4304232597351
tcn,0.4,0.8596502399656809,0.4934343823037517,0.4937076476282672,382.32633328437805
tcn,0.4,0.867712029266578,0.5065613489417502,0.5038986354775828,383.8941783905029
tcn,0.4,0.8671163354415359,0.5097571091662444,0.489463601532567,384.7908852100372
tcn,0.4,0.8659076318321699,0.5126265434357072,0.5115606936416185,398.8870174884796
tcn,0.4,0.8691304483828011,0.5167703982989572,0.5053140096618357,402.816499710083
tcn,0.4,0.8423378183529804,0.4615140297470802,0.4707602339181286,416.859500169754
tcn,0.4,0.8454557461179977,0.4925814304059532,0.4951456310679611,432.802006483078
tcn,0.3,0.8673624827336923,0.4977420938306561,0.49269717624148,272.4278082847595
tcn,0.3,0.8686335610350946,0.4953903221904401,0.4941520467836257,307.8033673763275
tcn,0.3,0.8626157376375222,0.5035283862056206,0.499514091350826,314.00380539894104
tcn,0.3,0.8555729832307035,0.4935018360854463,0.5019493177387915,317.0119562149048
tcn,0.3,0.8567150917708602,0.4957697213272476,0.48635477582846,320.67997908592224
tcn,0.3,0.8379297585249136,0.368357611057069,0.4357487922705314,327.02939772605896
tcn,0.3,0.8536794613607092,0.4709706985650068,0.4748062015503876,330.7876076698303
tcn,0.3,0.8458948515370613,0.4837510081334347,0.4747081712062256,333.1078259944916
tcn,0.3,0.8536811370987042,0.4854984364139181,0.488394584139265,334.90954995155334
tcn,0.3,0.8326331231088987,0.4679913285012236,0.4610894941634241,339.0922691822052
tcn,0.2,0.862066467961379,0.4895944727712285,0.4868804664723032,241.67090725898743
tcn,0.2,0.8530654585464623,0.4800172077178722,0.4746588693957115,242.4501302242279
tcn,0.2,0.85208521388375,0.4704412812934775,0.4688109161793372,246.42906641960144
tcn,0.2,0.8531484386094006,0.444094006028873,0.4805068226120857,253.48200583457947
tcn,0.2,0.8635507373743693,0.501579746191534,0.4990253411306042,256.358030796051
tcn,0.2,0.8471880868186199,0.4797227265504869,0.4805825242718446,259.02598118782043
tcn,0.2,0.8454175144659634,0.47617364702648,0.4756335282651072,263.54394459724426
tcn,0.2,0.8620721158190661,0.4775672667654862,0.4912280701754385,264.0797154903412
tcn,0.2,0.848464006140897,0.4769670705894071,0.4664070107108082,266.3953106403351
tcn,0.2,0.8428690893617697,0.4832525277878612,0.4736842105263157,269.926646232605
tcn,0.1,0.8378148773756999,0.4270444075359729,0.437015503875969,179.43803238868713
tcn,0.1,0.8385049090434242,0.4263804825051965,0.4580896686159844,179.90244936943054
tcn,0.1,0.8609810241912019,0.4727053820132181,0.4814814814814814,182.37086868286133
tcn,0.1,0.8469911565720208,0.4781310556028013,0.4785575048732943,188.1925148963928
tcn,0.1,0.8600413075622206,0.4892645999983092,0.4839650145772595,188.27117204666132
tcn,0.1,0.8474271587725754,0.465997644573813,0.4736842105263157,197.6796987056732
tcn,0.1,0.8258985803644221,0.4358125995720733,0.4488802336903603,201.78186964988708
tcn,0.1,0.8315808217124006,0.4443155055262909,0.4473684210526316,204.385737657547
tcn,0.1,0.8386122804038454,0.4565971606167538,0.4610136452241715,206.15886569023127
tcn,0.1,0.7881644983858299,0.3681708578295455,0.4113060428849902,239.6698670387268
gru,0.6,0.8811412694298717,0.5465204062630307,0.5175097276264592,421.52758717536926
gru,0.6,0.8844479349446236,0.5589950862890686,0.5341130604288499,427.4060492515564
gru,0.6,0.8803973658888262,0.54873754702252,0.5267249757045676,427.8991894721985
gru,0.6,0.8768760817819724,0.5401170564381209,0.5155945419103314,429.3549392223358
gru,0.6,0.886557006372273,0.560483251726082,0.5321637426900585,431.536208152771
gru,0.6,0.8849072733483678,0.548637339621457,0.5224171539961013,433.5050525665283
gru,0.6,0.8850858325413918,0.5578255929104412,0.5291308500477555,439.4406113624573
gru,0.6,0.8857488041437152,0.5570861288954153,0.5296404275996113,445.0896315574646
gru,0.6,0.8775380603543728,0.546115687031522,0.51364522417154,445.82599234580994
gru,0.6,0.8839352832468903,0.5491979623162,0.5321637426900585,454.3877458572388
gru,0.7,0.886606844061532,0.5572107401488886,0.5292397660818714,457.5833675861359
gru,0.7,0.8815619417309902,0.5521281012865924,0.5360623781676414,471.1670622825623
gru,0.7,0.8834175422708013,0.5601260093262346,0.5380116959064327,472.2988541126251
gru,0.7,0.8815490944063616,0.5575937922466621,0.5343659244917716,494.6771037578583
gru,0.7,0.8837704402796769,0.5543256720478333,0.5282651072124757,496.1916494369507
gru,0.7,0.8799415651541826,0.5402751645268988,0.5292397660818714,498.12011194229126
gru,0.7,0.8834877991378511,0.5602839246792182,0.5266731328806984,500.0704047679901
gru,0.7,0.8808571387431616,0.5545889149361538,0.5292397660818714,508.3440055847168
gru,0.7,0.8833009233192224,0.5539969719312461,0.5292397660818714,511.9399557113648
gru,0.7,0.8848678624732997,0.5513021424197398,0.5281007751937985,517.7338256835938
gru,0.8,0.8865819562490878,0.5540603631721045,0.5272904483430799,496.4648680686951
gru,0.8,0.8876651036375679,0.5648221870874051,0.5287244401168452,500.3197271823883
gru,0.8,0.8843215098225555,0.554664809208965,0.5243664717348928,520.1926815509796
gru,0.8,0.8831141716293337,0.5622759472083958,0.5333333333333333,520.7814700603485
gru,0.8,0.8854328964994702,0.5627385106465536,0.5316455696202531,522.5621247291565
gru,0.8,0.8861244177120788,0.5567148363269014,0.5462512171372931,522.3377740383148
gru,0.8,0.886511575253297,0.5578949672014296,0.5448343079922028,533.4074742794037
gru,0.8,0.880697757440525,0.5462652029514639,0.5126705653021443,549.1214382648468
gru,0.8,0.8815323990907818,0.5471372574069742,0.5292397660818714,555.0163724422455
gru,0.8,0.8873304525535268,0.5581173497643159,0.530552861299709,558.8806357383728
gru,0.9,0.8861412992207695,0.5599091806757686,0.5365141187925998,545.6783249378204
gru,0.9,0.8883092076713548,0.565241244607264,0.5350877192982456,557.5827147960663
gru,0.9,0.8869966703706683,0.5630538433135581,0.5365141187925998,561.4726586341858
gru,0.9,0.8859547337239915,0.5603073270273922,0.5331384015594542,564.3600792884827
gru,0.9,0.8868822236720459,0.5626333680796023,0.5311890838206628,565.7887732982635
gru,0.9,0.8847115843891723,0.5552193861783745,0.5258033106134372,572.0532064437866
gru,0.9,0.8865789771593187,0.558600226946357,0.5363984674329502,572.6567227840424
gru,0.9,0.8810334015544892,0.5479150688748534,0.5248296007789679,601.984227180481
gru,0.9,0.8824170646234082,0.5580139720092466,0.5321637426900585,605.2560777664185
gru,0.9,0.8794133973639029,0.5432035077569322,0.5165692007797271,614.8753709793091
gru,1.0,0.8849402915933066,0.5534163903113614,0.5331384015594542,563.6093955039978
gru,1.0,0.884085975537701,0.5512736921154868,0.5399610136452242,565.1532275676727
gru,1.0,0.8884763470202648,0.5675754713920482,0.5384615384615384,565.8105344772339
gru,1.0,0.8857951041638737,0.5488934536355914,0.5214424951267057,569.6859400272369
gru,1.0,0.8851622958454608,0.5580610128817117,0.5360623781676414,572.2523963451385
gru,1.0,0.8857161582849976,0.5604920930315989,0.5277507302823758,589.308741569519
gru,1.0,0.8842524321785388,0.5577157085091095,0.5268714011516314,616.0798969268799
gru,1.0,0.8891962316500482,0.5619039255476432,0.5384615384615384,619.8834359645844
gru,1.0,0.8843929459126393,0.5549375936421481,0.5282651072124757,622.0968058109283
gru,1.0,0.8857888356624851,0.5642652448872176,0.5345666991236612,629.100508928299
sand,0.6,0.8743074857574683,0.5396970804327779,0.5146198830409356,764.078852891922
sand,0.6,0.8760497567573203,0.5354682272647177,0.5165692007797271,766.6039423942566
sand,0.6,0.8778023304426231,0.5356597364939022,0.5180136319376826,803.9367773532867
sand,0.6,0.8775450115638335,0.5357133068399793,0.5272373540856031,803.9081313610077
sand,0.6,0.8768420705071106,0.5286636775451903,0.5170068027210885,831.5635328292847
sand,0.6,0.8735331706750318,0.5277488117480145,0.4980506822612086,834.9926555156708
sand,0.6,0.8758332762341128,0.5331835369951917,0.51364522417154,885.1627049446106
sand,0.6,0.8769653303462993,0.5435976062514061,0.5224171539961013,916.8758149147034
sand,0.6,0.8717664463133268,0.5201186908322348,0.5087719298245614,1209.128547668457
sand,0.6,0.8726622834325867,0.5263754674538268,0.5126705653021443,1236.3750755786896
sand,0.7,0.879099227522023,0.5520676306592411,0.5292397660818714,916.0664455890656
sand,0.7,0.8774965392907185,0.5373055508413093,0.5175438596491229,942.9006292819976
sand,0.7,0.8795508078794937,0.5430887820813765,0.5248296007789679,1030.752897024155
sand,0.7,0.8810924868349057,0.556430021758394,0.5282651072124757,1046.0315008163452
sand,0.7,0.8746716174173477,0.5324254993876728,0.5233918128654971,1121.8626391887665
sand,0.7,0.8797083893153953,0.5439305686283038,0.5238558909444986,1159.599594116211
sand,0.7,0.8739844407106518,0.5244004734011632,0.5106796116504855,1163.9225494861605
sand,0.7,0.8786593773305171,0.5503137385966075,0.5222868217054264,1205.176387310028
sand,0.7,0.8728018662011342,0.53431853799105,0.5185185185185185,1289.0730657577517
sand,0.7,0.8784475516350734,0.5447248261495274,0.5185185185185185,1291.604212999344
sand,0.8,0.876949565996272,0.5349801433148741,0.5141187925998053,976.0238325595856
sand,0.8,0.8780787651474301,0.5499357491766247,0.5185185185185185,1050.607491493225
sand,0.8,0.8795932599087009,0.5413923070125543,0.5214424951267057,1079.6413385868073
sand,0.8,0.8800561359815458,0.5524908032460156,0.530214424951267,1183.3198626041412
sand,0.8,0.8782138172169544,0.5423205207344267,0.5087719298245614,1189.0839285850525
sand,0.8,0.8785060783361586,0.544829912016044,0.5165692007797271,1207.4868919849396
sand,0.8,0.8808992183861476,0.5378833775970017,0.5266731328806984,1266.285250902176
sand,0.8,0.8787104563071799,0.5491250462218842,0.52046783625731,1481.4498045444489
sand,0.8,0.8760140076800935,0.530556330011602,0.5233918128654971,1595.2426002025604
sand,0.8,0.8770117544951982,0.5383955765786466,0.5146198830409356,1825.472229719162
sand,0.9,0.8812829003226353,0.5479936740673342,0.5170399221032133,1228.1686182022097
sand,0.9,0.8800040019105897,0.545967681211421,0.5258033106134372,1295.4017918109894
sand,0.9,0.8793548085984474,0.5417162230923942,0.511175898931001,1299.8055653572085
